id,name,color,rarity,type,target,cost,overall_coverage_status,mechanism_categories,covered_categories,partial_categories,gap_categories,keywords,semanticTags,semanticSignals,internal_source_profile,description,upgrade_descriptions,coverage_notes
CARD.HAND_OF_GREED,贪婪之手,colorless,Rare,Attack,AnyEnemy,2,covered,damage|potion_or_gold_gain,damage|potion_or_gold_gain,,,,damage,"{""damage"": 20}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""hand_of_greed"", ""class_name"": ""HandOfGreed"", ""commands"": [""Attack"", ""GainGold""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/HandOfGreed.cs"", ""tags"": [""attack"", ""damage"", ""rare"", ""single_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成20点伤害。
斩杀时，获得20金币。","[{""upgrade"": 1, ""description"": ""造成25点伤害。\n斩杀时，获得25金币。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 25}}]",
CARD.JACKPOT,大奖,colorless,Rare,Attack,AnyEnemy,3,gap,add_or_generate_card|damage|draw|effect_profile_granularity_gap|random_or_choose|upgrade_card|whole_hand_state,damage|draw,add_or_generate_card|random_or_choose|upgrade_card|whole_hand_state,effect_profile_granularity_gap,,add_to_hand|damage|random,"{""cardsToHand"": 3, ""damage"": 25}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""jackpot"", ""class_name"": ""Jackpot"", ""commands"": [""AddGeneratedCardToCombat"", ""Attack"", ""Upgrade""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar"", ""DamageVar"", ""DynamicVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Jackpot.cs"", ""tags"": [""attack"", ""damage"", ""draw"", ""rare"", ""single_target"", ""upgrade_card""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成25点伤害。
将3张随机0点能量的牌加入你的手牌。","[{""upgrade"": 1, ""description"": ""造成30点伤害。\n将3张随机升级过的0点能量的牌加入你的手牌。"", ""semanticTags"": [""add_to_hand"", ""damage"", ""random"", ""upgrade_card""], ""semanticSignals"": {""cardsToHand"": 3, ""damage"": 30}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。 || upgrade_card: 已有 upgrade_card tag / CardCmd.Upgrade 内部命令；缺 zone/scope/filter/selection 等结构参数。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
CARD.KNOCKDOWN,击倒,colorless,Rare,Attack,AnyEnemy,3,partial,damage|global_rule_power|hp_or_self_cost|turn_or_delayed_rule,damage|hp_or_self_cost,global_rule_power|turn_or_delayed_rule,,,damage|hp_loss,"{""damage"": 10}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""knockdown"", ""class_name"": ""Knockdown"", ""commands"": [""Apply"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar"", ""PowerVar""], ""powers"": [""KnockdownPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Knockdown.cs"", ""tags"": [""attack"", ""damage"", ""rare"", ""single_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成10点伤害。
该敌人在本回合受到的来自其他玩家的伤害变为两倍。","[{""upgrade"": 1, ""description"": ""造成14点伤害。\n该敌人在本回合受到的来自其他玩家的伤害变为三倍。"", ""semanticTags"": [""damage"", ""hp_loss""], ""semanticSignals"": {""damage"": 14}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.REND,撕碎,colorless,Rare,Attack,AnyEnemy,2,covered,damage,damage,,,,damage,"{""damage"": 20}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""rend"", ""class_name"": ""Rend"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CalculatedDamageVar"", ""CalculationBaseVar"", ""DynamicVar"", ""ExtraDamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Rend.cs"", ""tags"": [""attack"", ""damage"", ""rare"", ""single_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成15点伤害。
该名敌人身上每有一种负面效果，就额外造成5点伤害。","[{""upgrade"": 1, ""description"": ""造成18点伤害。\n该名敌人身上每有一种负面效果，就额外造成8点伤害。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 26}}]",
CARD.SALVO,箭雨,colorless,Rare,Attack,AnyEnemy,1,gap,damage|effect_profile_granularity_gap|global_rule_power|retain|turn_or_delayed_rule|whole_hand_state,damage|retain,global_rule_power|turn_or_delayed_rule|whole_hand_state,effect_profile_granularity_gap,,damage|retain,"{""damage"": 12}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""salvo"", ""class_name"": ""Salvo"", ""commands"": [""Apply"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [""RetainHandPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Salvo.cs"", ""tags"": [""attack"", ""damage"", ""rare"", ""retain"", ""single_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成12点伤害。
在本回合保留你的手牌。","[{""upgrade"": 1, ""description"": ""造成16点伤害。\n在本回合保留你的手牌。"", ""semanticTags"": [""damage"", ""retain""], ""semanticSignals"": {""damage"": 16}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
CARD.BEACON_OF_HOPE,希望灯塔,colorless,Rare,Power,Self,1,gap,block|card_modifier_or_enchantment|effect_profile_granularity_gap|global_rule_power|turn_or_delayed_rule,block,card_modifier_or_enchantment|global_rule_power|turn_or_delayed_rule,effect_profile_granularity_gap,,,{},"{""adds_keyword_or_modifier"": true, ""catalog_id"": ""beacon_of_hope"", ""class_name"": ""BeaconOfHope"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [""BeaconOfHopePower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/BeaconOfHope.cs"", ""tags"": [""innate"", ""power"", ""rare"", ""self_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",每当你在你的回合获得格挡时，其他玩家获得相应一半的格挡。,"[{""upgrade"": 1, ""description"": ""固有。\n每当你在你的回合获得格挡时，其他玩家获得相应一半的格挡。"", ""semanticTags"": [""innate""], ""semanticSignals"": {}}]",card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.CALAMITY,灾祸,colorless,Rare,Power,Self,3,gap,add_or_generate_card|cost_modify|effect_profile_granularity_gap|global_rule_power|random_or_choose|turn_or_delayed_rule,,add_or_generate_card|cost_modify|global_rule_power|random_or_choose|turn_or_delayed_rule,effect_profile_granularity_gap,,generate_card|random,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""calamity"", ""class_name"": ""Calamity"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [""CalamityPower""], ""sets_energy_cost"": true, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Calamity.cs"", ""tags"": [""power"", ""rare"", ""self_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",每当你打出一张攻击牌时，将一张随机攻击牌添加到你的手牌。,"[{""upgrade"": 1, ""description"": ""每当你打出一张攻击牌时，将一张随机攻击牌添加到你的手牌。"", ""semanticTags"": [""generate_card"", ""random""], ""semanticSignals"": {}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || cost_modify: EnergyCost.Set*/FreeAttackPower/CorruptionPower 等内部 ID 可定位；仍需目标范围、持续时间、后续可打价值 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.ENTROPY,熵,colorless,Rare,Power,Self,1,gap,card_modifier_or_enchantment|draw|effect_profile_granularity_gap|global_rule_power|transform_card|turn_or_delayed_rule,draw,card_modifier_or_enchantment|global_rule_power|transform_card|turn_or_delayed_rule,effect_profile_granularity_gap,,transform_card,{},"{""adds_keyword_or_modifier"": true, ""catalog_id"": ""entropy"", ""class_name"": ""Entropy"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar""], ""powers"": [""EntropyPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Entropy.cs"", ""tags"": [""draw"", ""innate"", ""power"", ""rare"", ""self_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",在你的回合开始时，变化你手牌中的1张牌。,"[{""upgrade"": 1, ""description"": ""固有。\n在你的回合开始时，变化你手牌中的1张牌。"", ""semanticTags"": [""innate"", ""transform_card""], ""semanticSignals"": {}}]",card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || transform_card: 已有 transform_card tag / CardCmd.Transform 内部命令；缺结果卡、source zone、filter 和 scope profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.ETERNAL_ARMOR,永恒铠甲,colorless,Rare,Power,Self,3,gap,block|buff_stats|card_modifier_or_enchantment|effect_profile_granularity_gap|global_rule_power,block|buff_stats,card_modifier_or_enchantment|global_rule_power,effect_profile_granularity_gap,,,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""eternal_armor"", ""class_name"": ""EternalArmor"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""PowerVar""], ""powers"": [""PlatingPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/EternalArmor.cs"", ""tags"": [""power"", ""rare"", ""self_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",获得9层覆甲。,"[{""upgrade"": 1, ""description"": ""获得12层覆甲。"", ""semanticTags"": [], ""semanticSignals"": {}}]",card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.MAYHEM,乱战,colorless,Rare,Power,Self,2,gap,cost_modify|draw|effect_profile_granularity_gap|global_rule_power|pile_fetch_reorder|play_top_or_autoplay|turn_or_delayed_rule,draw,cost_modify|global_rule_power|pile_fetch_reorder|play_top_or_autoplay|turn_or_delayed_rule,effect_profile_granularity_gap,,,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""mayhem"", ""class_name"": ""Mayhem"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [""MayhemPower""], ""sets_energy_cost"": true, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Mayhem.cs"", ""tags"": [""power"", ""rare"", ""self_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",在你的回合开始时，打出你抽牌堆顶部的牌。,"[{""upgrade"": 1, ""description"": ""在你的回合开始时，打出你抽牌堆顶部的牌。"", ""semanticTags"": [], ""semanticSignals"": {}}]",cost_modify: EnergyCost.Set*/FreeAttackPower/CorruptionPower 等内部 ID 可定位；仍需目标范围、持续时间、后续可打价值 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || play_top_or_autoplay: 破灭/倾泻/自动打出类可见，但缺打出目标、消耗去向、连锁结果的 typed lookahead。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.NOSTALGIA,怀旧,colorless,Rare,Power,Self,1,gap,cost_modify|draw|effect_profile_granularity_gap|global_rule_power|pile_fetch_reorder,draw,cost_modify|global_rule_power|pile_fetch_reorder,effect_profile_granularity_gap,,,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""nostalgia"", ""class_name"": ""Nostalgia"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [""NostalgiaPower""], ""sets_energy_cost"": true, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Nostalgia.cs"", ""tags"": [""power"", ""rare"", ""self_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",将你每回合打出第一张攻击或技能牌，置于你的抽牌堆顶端。,"[{""upgrade"": 1, ""description"": ""将你每回合打出第一张攻击或技能牌，置于你的抽牌堆顶端。"", ""semanticTags"": [], ""semanticSignals"": {}}]",cost_modify: EnergyCost.Set*/FreeAttackPower/CorruptionPower 等内部 ID 可定位；仍需目标范围、持续时间、后续可打价值 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。
CARD.ROLLING_BOULDER,滚石,colorless,Rare,Power,Self,3,partial,damage|global_rule_power|multi_hit_or_aoe|turn_or_delayed_rule,damage|multi_hit_or_aoe,global_rule_power|turn_or_delayed_rule,,,aoe|aoe_damage,"{""damage"": 5}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""rolling_boulder"", ""class_name"": ""RollingBoulder"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DynamicVar"", ""PowerVar""], ""powers"": [""RollingBoulderPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/RollingBoulder.cs"", ""tags"": [""power"", ""rare"", ""self_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",在你的回合开始时，对所有敌人造成5点伤害，然后将该伤害增加5点。,"[{""upgrade"": 1, ""description"": ""在你的回合开始时，对所有敌人造成10点伤害，然后将该伤害增加5点。"", ""semanticTags"": [""aoe"", ""aoe_damage""], ""semanticSignals"": {""damage"": 10}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.ALCHEMIZE,炼制药水,colorless,Rare,Skill,Self,1,gap,cost_modify|effect_profile_granularity_gap|exhaust_other_or_hand|exhaust_self|potion_or_gold_gain|random_or_choose,exhaust_self|potion_or_gold_gain,cost_modify|exhaust_other_or_hand|random_or_choose,effect_profile_granularity_gap,Exhaust,exhaust_self|gain_potion|random,"{""potionGain"": 1}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""alchemize"", ""class_name"": ""Alchemize"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": true, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Alchemize.cs"", ""tags"": [""exhaust"", ""rare"", ""self_target"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","获得一瓶随机药水。
消耗。","[{""upgrade"": 1, ""description"": ""获得一瓶随机药水。\n消耗。"", ""semanticTags"": [""exhaust_self"", ""gain_potion"", ""random""], ""semanticSignals"": {""potionGain"": 1}}]",cost_modify: EnergyCost.Set*/FreeAttackPower/CorruptionPower 等内部 ID 可定位；仍需目标范围、持续时间、后续可打价值 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。
CARD.ANOINTED,天选,colorless,Rare,Skill,Self,1,gap,add_or_generate_card|card_modifier_or_enchantment|draw|effect_profile_granularity_gap|exhaust_other_or_hand|exhaust_self|pile_fetch_reorder|retain|whole_hand_state,draw|exhaust_self|retain,add_or_generate_card|card_modifier_or_enchantment|exhaust_other_or_hand|pile_fetch_reorder|whole_hand_state,effect_profile_granularity_gap,Exhaust,add_to_hand|exhaust_self,{},"{""adds_keyword_or_modifier"": true, ""catalog_id"": ""anointed"", ""class_name"": ""Anointed"", ""commands"": [""Add""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Anointed.cs"", ""tags"": [""exhaust"", ""rare"", ""retain"", ""self_target"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": true, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","将你抽牌堆中的所有稀有牌放入你的手牌。
消耗。","[{""upgrade"": 1, ""description"": ""保留。\n将你抽牌堆中的所有稀有牌放入你的手牌。\n消耗。"", ""semanticTags"": [""add_to_hand"", ""exhaust_self"", ""retain""], ""semanticSignals"": {}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
CARD.BEAT_DOWN,狠揍,colorless,Rare,Skill,RandomEnemy,3,gap,discard_pile_dependency|draw|effect_profile_granularity_gap|multi_hit_or_aoe|pile_fetch_reorder|play_top_or_autoplay|random_or_choose,draw|multi_hit_or_aoe,discard_pile_dependency|pile_fetch_reorder|play_top_or_autoplay|random_or_choose,effect_profile_granularity_gap,,random,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""beat_down"", ""class_name"": ""BeatDown"", ""commands"": [""AutoPlay""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/BeatDown.cs"", ""tags"": [""draw"", ""random_target"", ""rare"", ""skill"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": true, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",打出你弃牌堆中的3张随机攻击牌。,"[{""upgrade"": 1, ""description"": ""打出你弃牌堆中的4张随机攻击牌。"", ""semanticTags"": [""random""], ""semanticSignals"": {}}]",discard_pile_dependency: 弃牌堆取回/置顶可由注意力学，但缺显式 action->pile delta。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || play_top_or_autoplay: 破灭/倾泻/自动打出类可见，但缺打出目标、消耗去向、连锁结果的 typed lookahead。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。
CARD.HIDDEN_GEM,未掘宝石,colorless,Rare,Skill,Self,1,gap,add_or_generate_card|card_modifier_or_enchantment|draw|effect_profile_granularity_gap|next_card_modifier|pile_fetch_reorder|random_or_choose,draw,add_or_generate_card|card_modifier_or_enchantment|next_card_modifier|pile_fetch_reorder|random_or_choose,effect_profile_granularity_gap,,random,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""hidden_gem"", ""class_name"": ""HiddenGem"", ""commands"": [""Preview""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""IntVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": true, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/HiddenGem.cs"", ""tags"": [""rare"", ""self_target"", ""skill"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": true, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",你抽牌堆中的一张没有重放的随机牌获得2层重放。,"[{""upgrade"": 1, ""description"": ""你抽牌堆中的一张没有重放的随机牌获得3层重放。"", ""semanticTags"": [""random""], ""semanticSignals"": {}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || next_card_modifier: FreeAttackPower、Replay、EnergyCost 等内部 ID 可定位；下一张攻击/重放/免费等仍需要跨动作 memory 与 next-action effect profile。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。
